1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,50,50,16,1
1,16,48,36,36,36,32,16,1,16,48,48,48,48,48,48,48,16,16,16,16,16,36,36,36,36,36,16,50,50,50,1
1,16,48,36,18,18,32,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,50,50,50,1
1,16,48,36,36,36,32,16,1,16,16,36,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,16,16,16,16,16,16,1,16,16,48,48,48,16,1,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,1
1,1,1,16,16,1,1,1,1,16,16,36,48,48,1,1,16,16,36,36,16,16,16,16,16,1,16,36,36,36,16,1
1,16,16,16,16,16,16,16,16,36,18,18,36,16,1,1,16,16,36,36,16,1,1,16,16,1,16,16,36,36,16,1
1,16,16,36,36,36,36,16,16,16,18,18,16,16,1,1,16,16,16,16,16,16,1,16,16,1,16,16,16,16,16,1
1,16,16,36,18,18,36,36,16,16,20,20,16,16,1,1,1,1,1,1,1,1,1,16,16,1,16,16,1,16,16,1
1,16,16,36,18,18,36,36,16,16,20,20,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,1,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,50,32,32,36,16,16,16,16,16,16,16,1,16,16,1,50,16,1
1,1,1,16,16,1,1,1,1,1,1,1,16,16,50,32,32,36,16,16,1,1,1,1,1,1,16,16,1,50,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,16,50,36,36,36,16,16,16,16,16,16,16,16,16,16,1,50,48,1
1,16,20,20,20,16,1,16,16,16,16,1,16,16,50,50,50,50,16,16,16,16,16,16,16,16,16,16,1,50,48,1
1,16,20,20,20,16,1,16,34,34,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,50,48,1
1,16,20,20,20,16,1,16,34,34,16,16,16,1,1,1,1,1,1,16,16,16,16,16,16,16,16,16,16,50,50,1
1,16,16,16,16,16,1,16,16,16,16,1,16,1,16,48,48,16,1,16,16,16,16,16,16,16,16,16,16,16,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,1,16,48,48,16,1,16,16,16,1,1,1,1,1,16,20,16,16,1
1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,16,1,1,16,16,16,1,16,16,16,1,16,20,20,16,1
1,16,16,16,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,32,16,1,16,20,20,16,1
1,16,16,32,32,32,32,32,32,32,32,32,32,32,16,16,32,32,32,16,16,16,1,16,16,16,1,16,16,16,16,1
1,16,16,32,32,50,50,50,50,50,50,50,32,32,16,16,32,32,32,16,16,16,1,1,1,1,1,16,16,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1
1,1,1,1,1,16,16,1,1,1,16,16,16,16,1,1,1,16,16,1,1,1,1,16,16,16,16,1,1,1,1,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,1,16,32,32,16,1,16,16,16,1
1,16,16,32,32,32,32,16,16,1,16,16,16,16,1,16,16,32,32,32,32,16,1,16,32,32,16,1,16,50,16,1
1,16,32,32,50,32,32,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,1,16,32,32,16,16,16,50,16,1
1,16,32,32,32,32,32,16,16,1,16,16,16,16,1,1,1,1,1,1,1,1,1,16,16,32,16,1,16,50,16,1
1,16,16,16,32,32,32,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,32,16,1,16,50,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
