1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1
1,16,16,36,36,36,36,16,1,16,36,36,36,36,36,36,16,16,16,16,16,16,36,36,36,36,36,16,16,16,16,1
1,16,16,36,36,36,36,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1
1,16,16,36,36,36,36,16,1,16,16,36,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,16,16,16,16,16,16,1,16,16,36,36,16,16,1,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,1
1,1,1,16,16,1,1,1,1,16,16,36,36,16,1,1,16,16,36,36,16,16,16,16,16,1,16,36,36,36,16,1
1,16,16,16,16,16,16,16,16,36,36,36,36,16,1,1,16,16,36,36,16,1,1,16,16,1,16,16,36,36,16,1
1,16,16,36,36,36,36,16,16,16,36,36,16,16,1,1,16,16,16,16,16,16,1,16,16,1,16,16,16,16,16,1
1,16,16,36,36,36,36,36,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,16,16,1,16,16,1,16,16,1
1,16,16,36,36,36,36,36,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,1,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,36,36,16,16,16,16,16,16,16,1,16,16,1,16,16,1
1,1,1,16,16,1,1,1,1,1,1,1,16,16,16,36,36,36,16,16,1,1,1,1,1,1,16,16,1,16,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,16,16,36,36,36,16,16,16,16,16,16,16,16,16,16,1,16,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,1
1,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,16,16,1
1,16,16,16,16,16,1,16,16,16,16,16,16,1,1,1,1,1,1,16,16,16,16,16,16,16,16,16,16,16,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,1,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,1
1,16,16,16,16,16,1,16,16,16,16,1,16,1,16,16,16,16,1,16,16,16,1,1,1,1,1,16,16,16,16,1
1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,16,1,1,16,16,16,1,16,16,16,1,16,16,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,1,16,16,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,16,16,16,16,1
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1
1,1,1,1,1,16,16,1,1,1,16,16,16,16,1,1,1,16,16,1,1,1,1,16,16,16,16,1,1,1,1,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,1,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,1,1,1,1,1,1,1,1,1,16,16,16,16,1,16,16,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,1
1,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
